377,24
378,23
379,23
380,23
381,29
382,28
383,28
384,24
385,24
386,24
387,26
388,27
389,27
390,23
391,24
392,18
393,14
394,22
395,20
396,19
397,17
398,19
399,15
400,26
401,15
402,24
403,14
404,20
405,15
406,27
407,16
408,18
409,19
410,19
411,22
412,68
413,16
414,20
415,16
416,21
417,16
418,39
419,194
420,133
421,79
422,52
423,133
424,80
425,70
426,55
427,50
428,43
429,39
430,39
431,41
432,45
433,38
434,39
435,43
436,37
437,43
438,81
439,51
440,45
441,45
442,44
443,21
444,19
445,29
446,22
447,27
448,25
449,25
450,22
451,23
452,26
453,26
454,25
455,31
456,25
457,29
458,27
459,22
460,23
461,29
462,25
463,61
464,24
465,23
466,29
467,35
468,23
469,28
470,36
471,28
472,34
473,31
474,30
475,29
476,35
477,31
478,31
479,32
480,35
481,40
482,30
483,33
484,31
485,39
486,31
487,33
488,23
489,18
490,22
491,15
492,15
493,15
494,14
495,19
496,22
497,19
498,15
499,15
500,15
501,17
502,19
503,22
504,28
505,23
506,16
507,20
508,19
509,17
510,16
511,15
512,16
513,15
514,15
515,15
516,14
517,16
518,14
519,15
520,19
521,20
522,17
523,18
524,15
525,15
526,18
527,17
528,14
529,14
530,20
531,18
532,17
533,17
534,16
535,14
536,15
537,16
538,15
539,16
540,15
541,14
542,17
543,17
544,16
545,16
546,15
547,19
548,15
549,15
550,15
551,15
552,18
553,15
554,15
555,14
556,18
557,20
558,15
559,15
560,16
561,14
562,18
563,17
564,15
565,14
566,15
567,16
568,15
569,14
570,14
571,16
572,16
573,16
574,15
575,16
576,15
577,16
578,16
579,14
580,17
581,18
582,16
583,16
584,15
585,15
586,15
587,16
588,15
589,16
590,15
591,16
592,15
593,15
594,15
595,14
596,14
597,17
598,17
599,15
600,16
601,13
602,24
603,14
604,21
605,17
606,20
607,16
608,18
609,16
610,18
611,19
612,21
613,15
614,19
615,15
616,19
617,17
618,19
619,19
620,40
621,20
622,21
623,20
624,25
625,21
626,32
627,17
628,20
629,16
630,15
631,26
632,15
633,36
634,11
635,33
636,13
637,23
638,20
639,31
640,14
641,20
642,21
643,14
644,27
645,14
646,18
647,18
648,19
649,15
650,26
651,15
652,20
653,15
654,19
655,13
656,41
657,16
658,20
659,15
660,26
661,26
662,33
663,12
664,34
665,17
666,23
667,16
668,12
669,32
670,14
671,25
672,16
673,20
674,14
675,22
676,15
677,20
678,17
679,23
680,14
681,18
682,17
683,12
684,34
685,20
686,12
687,30
688,18
689,15
690,15
691,15
692,15
693,14
694,16
695,19
696,17
697,15
698,16
699,15
700,16
701,17
702,18
703,15
704,18
705,16
706,17
707,15
708,14
709,14
710,15
711,14
712,17
713,15
714,16
715,15
716,18
717,18
718,16
719,14
720,14
721,14
722,20
723,18
724,16
725,15
726,17
727,15
728,16
729,14
730,16
731,15
732,16
733,17
734,15
735,15
736,15
737,14
738,13
739,17
740,14
741,14
742,22
743,15
744,15
745,15
746,15
747,15
748,14
749,15
750,14
751,17
752,22
753,14
754,14
755,14
756,15
757,16
758,14
759,15
760,16
761,17
762,15
763,16
764,14
765,17
766,15
767,15
768,13
769,14
770,16
771,15
772,20
773,14
774,14
775,13
776,15
777,15
778,15
779,15
780,16
781,14
782,15
783,15
784,14
785,14
786,15
787,15
788,18
789,17
790,15
791,15
792,17
793,14
794,13
795,20
796,18
797,16
798,14
799,18
800,15
801,15
802,15
803,16
804,14
805,15
806,16
807,16
808,15
809,19
810,15
811,14
812,12
813,77
814,21
815,24
816,24
817,21
818,25
819,27
820,36
821,14
822,20
823,16
824,16
825,14
826,15
827,14
828,16
829,25
830,16
831,15
832,15
833,15
834,15
835,14
836,18
837,15
838,16
839,16
840,14
841,17
842,17
843,15
844,16
845,15
846,16
847,17
848,15
849,15
850,14
851,14
852,17
853,16
854,16
855,15
856,15
857,18
858,14
859,22
860,15
861,15
862,15
863,14
864,15
865,14
866,16
867,17
868,14
869,16
870,15
871,14
872,16
873,16
874,19
875,14
876,23
877,17
878,15
879,17
880,17
881,15
882,15
883,14
884,15
885,17
886,17
887,14
888,17
889,18
890,20
891,19
892,35
893,26
894,19
895,13
896,17
897,18
898,20
899,21
900,21
901,23
902,20
903,19
904,23
905,23
906,24
907,23
908,20
909,19
910,22
911,21
912,20
913,20
914,22
915,19
916,22
917,22
918,22
919,93
920,21
921,16
922,21
923,24
924,21
925,20
926,21
927,21
928,19
929,21
930,20
931,21
932,22
933,24
934,20
935,21
936,20
937,29
938,26
939,22
940,21
941,21
942,22
943,21
944,23
945,19
946,20
947,23
948,22
949,20
950,21
951,21
952,20
953,20
954,27
955,20
956,21
957,25
958,22
959,23
960,20
961,20
962,20
963,19
964,21
965,22
966,20
967,21
968,20
969,21
970,22
971,21
972,19
973,21
974,23
975,19
976,20
977,21
978,20
979,20
980,23
981,20
982,24
983,22
984,21
985,21
986,22
987,21
988,21
989,20
990,20
991,16
992,34
993,24
994,44
995,29
996,22
997,25
998,19
999,22
1000,20
